Key,French
Randomised/Afternoon_Greeting 2_Response_003_000,Le soleil va bientôt se coucher, fais attention,<PlayerName>.
Randomised/Afternoon_Greeting 3_Intro_000,Déjà le crépuscule ?! J'ai l'impression que la journée vient de commencer !
Randomised/Afternoon_Greeting 3_Response_003_000,<haha>Peut-être que je dois gérer un peu mieux mon temps, hein ?
Randomised/Afternoon_Greeting 4_Intro_000,Déjà le crépuscule ?! J'ai l'impression que la journée vient de commencer !
Randomised/Afternoon_Greeting 4_Response_003_000,<thinking>Peut-être que je dois gérer un peux mieux mon temps, hein ?
Randomised/Afternoon_Greeting 5_Intro_000,Le soleil va bientôt se coucher, alors faites attention ! <yes>
Randomised/Afternoon_Greeting 5_Response_003_000,'<wave>Reste sur tes gardes, <PlayerName>.
Randomised/Cold_Greeting 0_Intro_000,Il fait un peu froid, non ?
Randomised/Cold_Greeting 0_Response_003_000,Restez au chaud, <PlayerName>! <wave>
Randomised/Cold_Greeting 1_Intro_000,Brrrrr...
Randomised/Cold_Greeting 1_Intro_001,Eh <PlayerName>
Randomised/Cold_Greeting 1_Response_003_000,Je vais essayer de me réchauffer les mains, <PlayerName>! <wave>
Randomised/Cold_Greeting 2_Intro_000,Il fait froid aujourd'hui.
Randomised/Cold_Greeting 2_Response_003_000,Au revoir ! <wave>
Randomised/Cold_Greeting 3_Intro_000,Vous pensez que le temps se réchauffera bientôt?
Randomised/Cold_Greeting 3_Response_003_000,Je l'espère!
Randomised/Cold_Greeting 4_Intro_000,Je ne me souviens pas qu'il ait fait aussi froid l'année dernière.
Randomised/Cold_Greeting 4_Response_003_000,Reste bien couvert, d'accord? <wave>
Randomised/Cold_Greeting 5_Intro_000,Une autre journée froide!
Randomised/Cold_Greeting 5_Response_003_000,À bientôt? <wave>
Randomised/Cold_Greeting 6_Intro_000,Un temps agréable et frais !
Randomised/Cold_Greeting 6_Intro_001,Mais c'est peut-être un peu trop frais ! <Haha>
Randomised/Cold_Greeting 6_Response_003_000,<wave>A bientôt, <PlayerName>.
Randomised/Foggy_Greeting 0_Intro_000,C'est un peu effrayant aujourd'hui avec tout ce brouillard !
Randomised/Foggy_Greeting 0_Response_003_000,A plus tard, si ce brouillard ne s'épaissit pas ! <wave>
Randomised/Foggy_Greeting 1_Intro_000,Tout ressemble à un rêve dans cette brume!
Randomised/Foggy_Greeting 1_Response_003_000,Attends, est-ce que je rêve ?! <thinking>
Randomised/Foggy_Greeting 2_Intro_000,Le brouillard est épais aujourd'hui. Je peux à peine voir mes pieds !
Randomised/Foggy_Greeting 2_Response_003_000,À un de ces quatre! <wave>
Randomised/Foggy_Greeting 3_Intro_000,On a l'impression que c'est un endroit différent avec tout ce brouillard.
Randomised/Foggy_Greeting 3_Response_003_000,Où est-ce que j'allais déjà ? <wave>
Randomised/Foggy_Greeting 4_Intro_000,C'est qui? ...
Randomised/Foggy_Greeting 4_Intro_001,C'est toi <PlayerName>? Je peux à peine te voir à travers ce brouillard !
Randomised/Foggy_Greeting 4_Response_003_000,Attention où tu mets les pieds ? <wave>
Randomised/Greeting0_Intro_000,Eh <PlayerName>.
Randomised/Greeting0_Intro_001,Quoi de neuf?
Randomised/Greeting0_Response_003_000,Tout va bien. A plus tard
Randomised/Greeting10_Intro_000,B'jour.
Randomised/Greeting10_Response_003_000,Tout va bien. On se voit plus tard. <wave>
Randomised/Greeting11_Intro_000,Oh, eh bien, si ce n'est pas <PlayerName>.
Randomised/Greeting11_Response_003_000,Oh. On se reparle bientôt, d'accord ?
Randomised/Greeting12_Intro_000,<PlayerName>? Tu es là pour voir ma vieille carcasse ?
Randomised/Greeting12_Response_003_000,À plus! <wave>
Randomised/Greeting13_Intro_000,C'est <PlayerName>! Le meilleur ! Le grand chef !
Randomised/Greeting13_Response_003_000,À la prochaine.
Randomised/Greeting14_Intro_000,Désolé, j'étais dans les vapes. <haha>
Randomised/Greeting14_Intro_001,Que puis-je faire pour toi?
Randomised/Greeting14_Response_003_000,Tout va bien, <PlayerName>.
Randomised/Greeting15_Intro_000,Whoa!
Randomised/Greeting15_Intro_001,J'ai eu comme une impression de déjà vu ! <haha>
Randomised/Greeting15_Intro_002,Tu veux discuter ? 
Randomised/Greeting15_Response_003_000,Je jure qu'on a déjà parlé. 
Randomised/Greeting16_Intro_000,Puis-je t'aider, <PlayerName>?
Randomised/Greeting16_Response_003_000,On se reparle bientôt, d'accord ? <yes>
Randomised/Greeting17_Intro_000,WOAH! <shocked>
Randomised/Greeting17_Intro_001,Tu m'a fait peur, <PlayerName>! <Haha>
Randomised/Greeting17_Response_003_000,On se revoit bientôt. <yes>
Randomised/Greeting18_Intro_000,Hein?
Randomised/Greeting18_Response_003_000,Hein?
Randomised/Greeting1_Intro_000,Oh, si ce n'est pas <PlayerName>.
Randomised/Greeting1_Intro_001,Que puis-je faire pour toi aujourd'hui?
Randomised/Greeting1_Response_003_000,Tout va bien. On se voit plus tard.
Randomised/Greeting2_Intro_000,<PlayerName>! Je te jure que je pensais justement à toi. <haha>
Randomised/Greeting2_Intro_001,Tu as besoin de quelque chose?
Randomised/Greeting2_Response_003_000,Ravi de t'avoir parlé.
Randomised/Greeting3_Intro_000,Eh <PlayerName>.
Randomised/Greeting3_Intro_001,J'avais quelque chose à te dire!
Randomised/Greeting3_Intro_002,... J'ai oublié. <haha>
Randomised/Greeting3_Response_003_000,Je m'en souviendrai peut-être. Je reviendrais vers toi.
Randomised/Greeting4_Intro_000,'<PlayerName>, <PlayerName>, <PlayerName>.
Randomised/Greeting4_Intro_001,Qu'est-ce qui t'amène chez moi ?
Randomised/Greeting4_Response_003_000,Au revoir. <wave>
Randomised/Greeting5_Intro_000,<PlayerName>! Ma personne préférée!
Randomised/Greeting5_Response_003_000,Bye Bye! <wave>
Randomised/Greeting6_Intro_000,Oh, c'est <PlayerName>.
Randomised/Greeting6_Response_003_000,A bientôt. <wave>
Randomised/Greeting7_Intro_000,Salut!
Randomised/Greeting7_Response_003_000,Merci pour
Randomised/Greeting8_Intro_000,<PlayerName>!
Randomised/Greeting8_Response_003_000,Ravi de te voir!
Randomised/Greeting9_Intro_000,Eh, <PlayerName>.
Randomised/Greeting9_Response_003_000,Très bien!
Randomised/Hot_Greeting 0_Intro_000,B'jour, <PlayerName>. Piou ! Il fait déjà si chaud !
Randomised/Hot_Greeting 0_Response_003_000,À un de ces quatre! <wave>
Randomised/Hot_Greeting 10_Intro_000,<PlayerName>. Comment ça va ? Tranquille, j'espère !
Randomised/Hot_Greeting 10_Response_003_000,À plus tard. <wave>
Randomised/Hot_Greeting 1_Intro_000,Oh, <PlayerName>. Comment fais-tu pour supporter cette chaleur?
Randomised/Hot_Greeting 1_Intro_001,J'ai tellement chaud que j'ai l'impression que l'on pourrait faire frire un oeuf sur ma tête.
Randomised/Hot_Greeting 1_Response_003_000,Reste au frais si tu le peux ! <wave>
Randomised/Hot_Greeting 2_Intro_000,Eh <PlayerName>. C'est moi ou il fait vraiment chaud aujourd'hui ?
Randomised/Hot_Greeting 2_Response_003_000,Je ne pense pas que ce soit juste moi.
Randomised/Hot_Greeting 3_Intro_000,Il fait si chaud, <PlayerName>. Comment peut-il faire aussi chaud ?
Randomised/Hot_Greeting 3_Intro_001,Tu veux quelque chose ?
Randomised/Hot_Greeting 3_Response_003_000,Un petite brise ne ferait pas de mal, non ?
Randomised/Hot_Greeting 4_Intro_000,Bonjour, <PlayerName>. On dirait qu'il va faire une chaleur torride aujourd'hui.
Randomised/Hot_Greeting 4_Intro_001,Comment ça va ?
Randomised/Hot_Greeting 4_Response_003_000,Je vais essayer de rester au frais
Randomised/Hot_Greeting 5_Intro_000,<PlayerName>. Cette chaleur. C'est horrible. Je transpire déjà.
Randomised/Hot_Greeting 5_Intro_001,Oh, désolétu voulais me dire quelque chose?
Randomised/Hot_Greeting 5_Response_003_000,Reste au frais, <PlayerName>.
Randomised/Hot_Greeting 6_Intro_000,<PlayerName>! J'espère que tu restes au frais.
Randomised/Hot_Greeting 6_Response_003_000,J'espère que ça se rafraîchira bientôt pour nous tous.
Randomised/Hot_Greeting 7_Intro_000,C'est une journée bien chaude aujourd'hui, <PlayerName>. <haha>
Randomised/Hot_Greeting 7_Intro_001,Qu'est-ce qui se passe?
Randomised/Hot_Greeting 7_Response_003_000,J'espère qu'il se refroidit bientôt. <wave>
Randomised/Hot_Greeting 8_Intro_000,Tu as chaud, <PlayerName>? Moi oui.
Randomised/Hot_Greeting 8_Intro_001,Oh, désolé, tu avais besoin de quelque chose?
Randomised/Hot_Greeting 8_Response_003_000,À plus tard. <wave>
Randomised/Hot_Greeting 9_Intro_000,Qu'est-ce qui amène <PlayerName>ici par cette chaude journée ?
Randomised/Hot_Greeting 9_Response_003_000,À plus tard. <wave>
Randomised/Midday Greeting 0_Intro_000,Les choses commencent vraiment à prendre forme ici, hein?
Randomised/Midday Greeting 0_Response_003_000,Continue à faire du bon travail,, <PlayerName>.
Randomised/Midday Greeting 1_Intro_000,Il reste encore beaucoup de temps avant qu'il fasse nuit, hein, <PlayerName>?
Randomised/Midday Greeting 1_Response_003_000,Profite du reste de ta journée, <PlayerName>.
Randomised/Midday Greeting 2_Intro_000,Ah, <PlayerName>! Toujours occupé ?
Randomised/Midday Greeting 2_Response_003_000,Profite du reste de ta journée, <PlayerName>.
Randomised/Midday Greeting 3_Intro_000,Bonjour! Ou bonsoir ? <haha>
Randomised/Midday Greeting 3_Intro_001,Enfin bref, comment vas-tu <PlayerName>?
Randomised/Midday Greeting 3_Response_003_000,Je devrais trouver quelle heure il estt ! <PlayerName>.
Randomised/Midday Greeting 4_Intro_000,Je suis déjà fatigué! <haha>
Randomised/Midday Greeting 4_Intro_001,Comment vas-tu, <PlayerName>?
Randomised/Midday Greeting 4_Response_003_000,Peut-être <PlayerName>.
Randomised/Midday Greeting 5_Intro_000,Tu sais, c'est mon moment préféré de la journée.
Randomised/Midday Greeting 5_Intro_001,Comment ça va, <PlayerName>?
Randomised/Midday Greeting 5_Response_003_000,On se voit plus tard.
Randomised/Midday Greeting 6_Intro_000,On ne pêche pas grand chose à cette heure de la journée. Il faut mieux le faire le matin ou la nuit !
Randomised/Midday Greeting 6_Response_003_000,À plus.
Randomised/Midday Greeting 7_Intro_000,Ce serait bien de s'asseoir sous un arbre à cette heure de la journée...
Randomised/Midday Greeting 7_Intro_001,Oh, <PlayerName>! Besoin de quelque chose?
Randomised/Midday Greeting 7_Response_003_000,On se voit plus tard.
Randomised/Morning Greeting 0_Intro_000,Oh, bonjour <PlayerName>!
Randomised/Morning Greeting 0_Response_003_000,Passe une bonne journée, d'accord ?
Randomised/Morning Greeting 1_Intro_000,Oh, j'adore les levers de soleil, pas toi ?
Randomised/Morning Greeting 1_Intro_001,Quoi de neuf <PlayerName>?
Randomised/Morning Greeting 1_Response_003_000,Passe une bonne journée, d'accord ?
Randomised/Morning Greeting 2_Intro_000,Tout est si frais ce matin !
Randomised/Morning Greeting 2_Intro_001,Que puis-je faire pour toi <PlayerName>?
Randomised/Morning Greeting 2_Response_003_000,Profite de ta matinée, <PlayerName>. <glee>
Randomised/Morning Greeting 3_Intro_000,Oh, bonjour, <PlayerName>.
Randomised/Morning Greeting 3_Response_003_000,À un de ces quatre. <PlayerName>!
Randomised/Morning Greeting 4_Intro_000,Bonjour <PlayerName>!
Randomised/Morning Greeting 4_Intro_001,Vous êtes debout de bonne heure, comme d'habitude.
Randomised/Morning Greeting 4_Response_003_000,Amuse-toi bien, mon pote.þ
Randomised/Morning Greeting 5_Intro_000,Tu commences bien ta journée, <PlayerName>! Ça fait plaisir à voir !
Randomised/Morning Greeting 5_Intro_001,T'as besoin de quelque chose?
Randomised/Morning Greeting 5_Response_003_000,Continue comme ça! <pumped>
Randomised/Morning Greeting 6_Intro_000,Ah! <PlayerName>! Quelle belle matinée..
Randomised/Morning Greeting 6_Intro_001,Rien de tel que de l'air frais, de beaux paysages et une journée entière de libre !
Randomised/Morning Greeting 6_Response_003_000,Respire un peu ça ! <Haha>
Randomised/Morning Greeting 7_Intro_000,Bonjour, <PlayerName>.
Randomised/Morning Greeting 7_Intro_001,Je ne suis généralement pas du matin, mais je suis quand même debout.
Randomised/Morning Greeting 7_Response_003_000,Je devrais peut-être aller me coucher <haha>
Randomised/Morning Greeting 8_Intro_000,J'étais en train de penser que ma matinée ne pouvait pas être meilleure, puis je t'ai vu <PlayerName>!
Randomised/Morning Greeting 8_Intro_001,Y at-il quelque chose que je peux faire pour toi?
Randomised/Morning Greeting 8_Response_003_000,Merci d'avoir égayé ma matinée !
Randomised/Morning Greeting 9_Intro_000,Bonjour, <PlayerName>.
Randomised/Morning Greeting 9_Intro_001,J'ai encore un peu sommeil ! Je ne pense pas m'être assez reposée la nuit dernière.
Randomised/Morning Greeting 9_Intro_002,Qu'est-ce qui t' amène ?
Randomised/Morning Greeting 9_Response_003_000,A plus tard, je suppose.
Randomised/Night_Greeting 0_Intro_000,<PlayerName>! Tu travailles bien tard à ce que je vois.'
Randomised/Night_Greeting 0_Response_003_000,Bonne nuit!
Randomised/Night_Greeting 1_Intro_000,Il n'y a jamais assez de temps dans la journée, hein ?
Randomised/Night_Greeting 1_Response_003_000,On se voit demain, peut-être ?
Randomised/Night_Greeting 2_Intro_000,Tout est si mystérieux la nuit...
Randomised/Night_Greeting 2_Intro_001,Même notre petite ville! <Haha>
Randomised/Night_Greeting 2_Response_003_000,Bonne nuit !
Randomised/Night_Greeting 3_Intro_000,Il fait déjà nuit.
Randomised/Night_Greeting 3_Response_003_000,À bientôt!
Randomised/Night_Greeting 4_Intro_000,Il y a des choses effrayantes qui sortent la nuit!
Randomised/Night_Greeting 4_Response_003_000,Fais attention, s'il te plaît, <Playername>.
Randomised/Night_Greeting 5_Intro_000,Les étoiles sont si jolies ce soir!
Randomised/Night_Greeting 5_Response_003_000,Je me demande quel genre de
Randomised/Night_Greeting 6_Intro_000,Oh, <PlayerName>. Tu sors tard, hein ?
Randomised/Night_Greeting 6_Response_003_000,Peut-être
Randomised/Raining_Greeting 0_Intro_000,assez humide pour vous? <Haha>
Randomised/Raining_Greeting 0_Response_003_000,Essaye de rester au sec si tu le peux. <wave>
Randomised/Raining_Greeting 1_Intro_000,Il pleut des cordes ! <haha>
Randomised/Raining_Greeting 1_Response_003_000,Je me demande quand est-ce que ça va s'arrêter.
Randomised/Raining_Greeting 2_Intro_000,Ces clapotis sont si relaxants, tu ne trouves pas ? 
Randomised/Raining_Greeting 2_Response_003_000,On se voit plus tard, <PlayerName>. <wave>
Randomised/Raining_Greeting 3_Intro_000,On avait besoin d'un peu de pluie!
Randomised/Raining_Greeting 3_Response_003_000,Au revoir! <wave>
Randomised/Raining_Greeting 4_Intro_000,Qui n'aime pas un peu de pluie?
Randomised/Raining_Greeting 4_Response_003_000,On se parle plus tard, d'accord <PlayerName>?
Randomised/Raining_Greeting 5_Intro_000,La pluie est un bon temps pour la pêche, il paraît.
Randomised/Raining_Greeting 5_Response_003_000,On part jeter sa ligne, <PlayerName>?
Randomised/Raining_Greeting 6_Intro_000,J'aime essayer d'attraper les gouttes sur ma langue! <Haha>
Randomised/Raining_Greeting 6_Response_003_000,Profite !
Randomised/Raining_Greeting 7_Intro_000,Très beau temps pour les canards, hein?
Randomised/Raining_Greeting 7_Response_003_000,Bien parlé ! <wave>
Randomised/RandomConvo_000_Intro_000,J'ai remarqué un <itemName>enterré l'autre jour...
Randomised/RandomConvo_000_Intro_001,<thinking>Je me demande d'où ça vient ?
Randomised/RandomConvo_001_Intro_000,Eh, tu savais qu'on pouvait écraser les pierres et les rochers dans un <itemName>?
Randomised/RandomConvo_001_Intro_001,<yes>Les pierres ordinaires peuvent être broyées en ciment et si tu broies des géodes, tu obtiendras toute sorte de choses…
Randomised/RandomConvo_001_Intro_002,<pumped>Tu pourrais même dégoter une opale !
Randomised/RandomConvo_002_Intro_000,Tu as vu ces tours tout autour de <IslandName>?
Randomised/RandomConvo_002_Intro_001,<thinking>Je me demande à quoi elles servent ?
Randomised/RandomConvo_003_Intro_000,<animalType>sortent la nuit. 
Randomised/RandomConvo_003_Intro_001,<worried><animalType>sont méchants. Vraiment méchants !
Randomised/RandomConvo_003_Intro_002,<haha>Tu peux essayer de les combattre… moi, je m'enfuis toujours !
Randomised/RandomConvo_004_Intro_000,Je veux construire un <itemName>pour pouvoir élever un <animalType>!
Randomised/RandomConvo_004_Intro_001,Si tu les aime et les nourris tous les jours, leur valeur grossit !
Randomised/RandomConvo_004_Intro_002,Et puis, je trouve que les <animalType>s sont mignons ! <haha>
Randomised/RandomConvo_005_Intro_000,Tu as un <itemName>?
Randomised/RandomConvo_005_Intro_001,Avec un bon <itemName>, tu pourrais trouver toutes sortes de trésors cachés dans le sol !
Randomised/RandomConvo_005_Intro_002,<thinking>Je pourrais m'en procurer un… 
Randomised/RandomConvo_006_Intro_000,Les <animalType>sont rapides !
Randomised/RandomConvo_006_Intro_001,<haha>Ils ne peuvent pas voler, mais ils savent courir !
Randomised/RandomConvo_007_Intro_000,Les <animalType>peuvent être une vraie plaiepar ici.
Randomised/RandomConvo_007_Intro_001,<no>Ils mangent toutes les cultures qu'ils croisent.
Randomised/RandomConvo_007_Intro_002,<yes>C'est toujours une bonne idée de clôturer vos fermes.
Randomised/RandomConvo_008_Intro_000,Tu as déjà eu un <itemName>?
Randomised/RandomConvo_008_Intro_001,Ils sont si gros !
Randomised/RandomConvo_008_Intro_002,<no>J'arrive à peine à en finir un !
Randomised/RandomConvo_009_Intro_000,<no>Je ne sais pas si je serai un jour assez courageux pour aller sous terre tout seul.
Randomised/RandomConvo_009_Intro_001,<worried>C'est super flippant en bas !
Randomised/RandomConvo_010_Intro_000,<yes>Pense bien à arroser tes cultures tous les jours.
Randomised/RandomConvo_010_Intro_001,Le sol restera humide pendant un jour ou deux, mais si tu vois que le sol est sec, arrose-les.
Randomised/RandomConvo_010_Intro_002,<no>Si tu ne les arroses pas, elles ne pousseront pas.
Randomised/RandomConvo_011_Intro_000,Tu devrais essayer de faire brûler des <itemName>dans un feu de camp.
Randomised/RandomConvo_011_Intro_001,<yes>Ça donne de ce truc collant génial pour fabriquer des objets. 
Randomised/RandomConvo_012_Intro_000,<yes>Si les oiseaux mangent tes cultures, essaie de fabriquer un <itemName>.
Randomised/RandomConvo_012_Intro_001,<haha>Ces choses me font peur !
Randomised/RandomConvo_012_Intro_002,Imagine à quel point les oiseaux doivent être effrayés !
Randomised/RandomConvo_013_Intro_000,Si tu attrpaes une <itemName>, garde-la précieusement. 
Randomised/RandomConvo_013_Intro_001,<yes>Tu peux avoir ta propre ruche grâce à une reine abeille, si tu connais la recette. 
